date,Tmax,Tmin,Tavg,Prcp
11/10/2011,31.2,24.5,27.3,0.1
11/11/2011,31.2,23.1,26.9,0
11/12/2011,31.1,23.9,27,0
11/13/2011,31.4,23.1,26.8,0
11/14/2011,29.1,21.7,25.2,0
11/15/2011,29.4,20.4,25.1,0
11/16/2011,30.1,22,25.6,0
11/17/2011,29.5,21.3,25.2,0
11/18/2011,29.6,22.6,25.6,0
11/19/2011,29.3,20.5,24.8,0
11/20/2011,31.6,20.5,25.2,0
11/21/2011,33.1,21.2,26.8,0
11/22/2011,32.6,20.8,26.7,0
11/23/2011,32.3,20,26.4,0
11/24/2011,31.5,21.4,26.4,0
11/25/2011,30,21.8,25.6,0
11/26/2011,29.2,20.4,24.7,0
11/27/2011,29.7,20.1,24.8,0
11/28/2011,30.5,19.6,24.9,0
11/29/2011,30.3,20.8,25,0
11/30/2011,27.3,23,24.6,0
12/1/2011,30.9,22.3,26.2,0
12/2/2011,31.1,21.8,26.4,0
12/3/2011,30.2,21.4,25.5,0
12/4/2011,30.3,21.6,25.4,0
12/5/2011,30.8,20.3,24.8,0
12/6/2011,29,18.3,23.8,0
12/7/2011,28.6,18.3,23.1,0
12/8/2011,27.1,18.7,22.6,0
12/9/2011,26.7,16.1,21.3,0
12/10/2011,26.9,14.5,20.7,0
12/11/2011,25.7,14.3,20.2,0
12/12/2011,26.2,18.4,21.9,0
12/13/2011,27.8,16.7,21.6,0
12/14/2011,26.6,16.3,21,0
12/15/2011,26,13.7,19.8,0
12/16/2011,26.7,13.8,20.2,0
12/17/2011,26.2,15.2,20.4,0
12/18/2011,25.3,13.3,19.4,0
12/19/2011,25.1,13.8,19.8,0
12/20/2011,25.2,15.8,20.1,0
12/21/2011,23.8,13.6,18.1,0
12/22/2011,22.8,13.6,17.8,0
12/23/2011,22.9,12.3,17.2,0
12/24/2011,23,11.1,17,0
12/25/2011,23.4,12,17.7,0
12/26/2011,22.8,12.2,17.8,0
12/27/2011,24.9,14.2,19.2,0
12/28/2011,25.6,14.5,19.5,0
12/29/2011,25.5,14.7,19.6,0
12/30/2011,25.1,15.9,19.9,0
12/31/2011,23.9,14.3,19.1,0
1/1/2012,23.9,13.7,18.6,0
1/2/2012,22.9,12.5,17.8,0
1/3/2012,23.4,13.1,18.9,0
1/4/2012,25.3,19.6,22.3,0
1/5/2012,25.1,19.1,21.9,0.9
1/6/2012,25.6,15.7,20.3,0.4
1/7/2012,23.2,13.6,18.2,0
1/8/2012,21.5,13.4,16.8,0
1/9/2012,21.4,11.3,16.4,0
1/10/2012,22.8,14,18.3,0
1/11/2012,23.1,16.6,19.2,0.3
1/12/2012,23.9,13.9,18.9,0
1/13/2012,24.5,14.4,20,0
1/14/2012,25,19.6,21.9,0
1/15/2012,25.6,20.4,22.5,0
1/16/2012,25,17.5,21.2,0
1/17/2012,22.7,11.6,17.7,0
1/18/2012,23.4,11.7,17.7,0
1/19/2012,22.7,11.3,17.4,0
1/20/2012,23.1,11.7,17.6,0
1/21/2012,22.9,13.8,18.2,0
1/22/2012,21.8,13.8,17.7,0
1/23/2012,23.5,12.7,18.2,0
1/24/2012,19.9,14.6,17.5,1.2
1/25/2012,22,12.2,16.9,0
1/26/2012,23.3,11.7,17.5,0
1/27/2012,22.9,11.6,17.5,0
1/28/2012,25.4,13.2,19.4,0
1/29/2012,24.7,12.8,18.8,0
1/30/2012,24.7,12.3,18.6,0
1/31/2012,26,14.8,20.2,0
2/1/2012,25.1,14.5,19.7,0
2/2/2012,25.5,13.3,19.4,0
2/3/2012,24.5,12.4,18.8,0
2/4/2012,25.4,18.6,21.5,0
2/5/2012,23,13.4,18.5,0
2/6/2012,22.5,12.1,17.2,0
2/7/2012,20.4,10.9,15.3,0
2/8/2012,19.3,9,14.5,0
2/9/2012,22.3,9.9,16.5,0
2/10/2012,23.5,10.4,17.3,0
2/11/2012,23.9,14.4,19.1,0
2/12/2012,25.2,18.1,21.2,0
2/13/2012,26.8,17.2,21.6,0
2/14/2012,24.9,15.3,20.4,0
2/15/2012,23.5,13.7,18.6,0
2/16/2012,23.9,11.8,18.1,0
2/17/2012,26,13.5,19.7,0
2/18/2012,26.3,15.2,20.3,0
2/19/2012,27.7,15.3,21,0
2/20/2012,26.3,17.7,21.3,0
2/21/2012,25.7,20.4,22.3,0
2/22/2012,26.3,16.8,21.3,0
2/23/2012,24.3,14.4,19.6,0
2/24/2012,24.1,13.1,19.1,0
2/25/2012,25.9,13.3,19.7,0
2/26/2012,27.3,16,21.2,0
2/27/2012,27.3,14.1,20.8,0
2/28/2012,30.4,15.1,22.5,0
2/29/2012,28.2,19,22.7,0
3/1/2012,26.8,20.3,22.7,0
3/2/2012,26.3,18.8,22.2,0
3/3/2012,28.4,19.8,23.4,0
3/4/2012,27.1,20.6,23.5,0
3/5/2012,28.1,20.1,23.4,0
3/6/2012,27.6,19.3,22.5,0
3/7/2012,29.2,16.2,22.2,0
3/8/2012,28.8,18.3,23,0
3/9/2012,28.4,16.6,22.3,0
3/10/2012,25.7,16.6,21,0
3/11/2012,25.7,16,21.4,0
3/12/2012,26.7,19.4,22.4,0
3/13/2012,30.1,17.6,23.6,0
3/14/2012,28.4,17.6,22.7,0
3/15/2012,28.2,17.6,22.7,0
3/16/2012,28.2,19.5,23.1,0
3/17/2012,28.9,20.8,24.1,0
3/18/2012,29.3,20.7,24.2,0
3/19/2012,29.9,21,25.4,0
3/20/2012,30.3,17.6,23.5,0
3/21/2012,31.3,16.8,24.7,0
3/22/2012,31.7,17.2,24.6,0
3/23/2012,31.1,17.2,24,0
3/24/2012,30.5,17.9,23.9,0
3/25/2012,30.8,19.8,24.8,0
3/26/2012,33.5,21.4,26,0
3/27/2012,34.2,21,26.6,0
3/28/2012,35.3,23.3,28.6,0
3/29/2012,33.1,21.2,27.2,0
3/30/2012,34.5,22.9,28,0
3/31/2012,34,23.8,27.9,0
4/1/2012,32.1,21.3,26.4,0
4/2/2012,34.3,24.2,28.6,0
4/3/2012,34.7,23.8,28.5,0
4/4/2012,35.3,24.5,28.7,0
4/5/2012,34.6,24.9,28.5,0
4/6/2012,34,22.6,27.7,0
4/7/2012,32.6,22.4,27.1,0
4/8/2012,32.2,22.4,26.9,0
4/9/2012,35.3,23.7,28.3,0
4/10/2012,33.4,24,28.1,0
4/11/2012,32.2,25.1,27.9,0
4/12/2012,32.3,24,27.5,0
4/13/2012,31.8,24.3,27.4,0
4/14/2012,30.9,24.1,27,0
4/15/2012,33.5,23.9,28,0
4/16/2012,32.5,24.3,27.7,0
4/17/2012,32,25.2,28,0
4/18/2012,33.5,24.7,27.9,0
4/19/2012,28.7,24.8,26.5,0.3
4/20/2012,28.7,23.3,25.7,1.6
4/21/2012,29.8,23.5,26.3,0.2
4/22/2012,30.9,23.6,26.7,0
4/23/2012,30.6,24.8,27.1,0
4/24/2012,30.8,23.8,26.7,0
4/25/2012,32.2,24.1,27.6,0
4/26/2012,32.6,24.2,28,0
4/27/2012,32,24.6,27.6,0
4/28/2012,34.6,24.2,28.7,0
4/29/2012,38.8,25,31.3,0
4/30/2012,38.9,27.4,32.1,0
5/1/2012,39.4,26.3,32,0
5/2/2012,33.9,24.4,28.9,0
5/3/2012,38.3,24.5,30.2,0
5/4/2012,40.3,23.9,32.2,0
5/5/2012,34.2,25.6,29.7,0
5/6/2012,32,25.7,28.6,0
5/7/2012,31.6,26.9,28.9,0
5/8/2012,31.7,26.5,28.7,0
5/9/2012,31.7,26.2,28.5,0
5/10/2012,32,26.7,28.9,0
5/11/2012,32.2,27,29.1,0
5/12/2012,32.7,26.9,29.2,0
5/13/2012,34.3,26.7,29.5,0
5/14/2012,32.7,26.5,29,0
5/15/2012,32.3,26.2,28.8,0
5/16/2012,32.3,26.3,28.8,0
5/17/2012,32.4,26.7,29.2,0
5/18/2012,32.5,26.9,29.3,0
5/19/2012,32.7,27,29.3,0
5/20/2012,32.6,26.7,29,0
5/21/2012,33,26.5,29.2,0
5/22/2012,34.1,26.7,29.7,0
5/23/2012,33.6,26.6,29.6,0
5/24/2012,34.2,27.4,30.3,0
5/25/2012,33.6,27.5,30.1,0
5/26/2012,33,27.1,29.7,0
5/27/2012,34.1,27.5,30.2,0
5/28/2012,33.7,26.9,29.7,0
5/29/2012,33.4,26.9,29.7,0
5/30/2012,33.6,26.9,29.8,0
5/31/2012,34.8,27.7,30.7,0
6/1/2012,36.5,27.7,31.3,0
6/2/2012,33.4,27.1,29.8,0
6/3/2012,31.7,26.5,28.9,0
6/4/2012,32.2,27.2,29.4,0
6/5/2012,33.8,28,30.1,0
6/6/2012,32,27.2,29.2,0
6/7/2012,31.8,26.9,28.8,0
6/8/2012,31.6,26.8,28.7,0
6/9/2012,31.4,26.6,28.4,0
6/10/2012,31.6,26.6,28.6,0
6/11/2012,31.4,26.6,28.9,0
6/12/2012,32.6,26.4,29.2,0
6/13/2012,33.2,27,29.5,0
6/14/2012,33.4,26.8,29.6,0
6/15/2012,32,27.9,29.6,0
6/16/2012,32.9,27.6,29.9,0
6/17/2012,33.2,27.7,30,0
6/18/2012,32.9,27.6,30,0
6/19/2012,33.2,27.9,30.2,0
6/20/2012,32.4,28.1,29.9,0
6/21/2012,32.2,27.9,29.6,0
6/22/2012,31.9,27.1,29.3,0
6/23/2012,32.7,27.7,29.6,0
6/24/2012,32.4,27.3,29.5,0
6/25/2012,32.3,27.7,29.7,0
6/26/2012,31.7,27.7,29.4,0
6/27/2012,32.2,27.6,29.5,0
6/28/2012,31.4,27.6,29.2,0
6/29/2012,31,27.4,28.7,0
6/30/2012,32.2,27.2,29.1,0
7/1/2012,32.4,27.5,29.7,0
7/2/2012,32.7,27.3,29.7,0
7/3/2012,32.4,27.5,29.6,0
7/4/2012,32.5,27.5,29.7,0
7/5/2012,32,27.8,29.5,0
7/6/2012,31.8,27.6,29.3,0
7/7/2012,30.9,27.5,29,0
7/8/2012,31.6,27.5,29.3,0
7/9/2012,32.1,27.4,29.5,0
7/10/2012,32.9,28.1,30,0
7/11/2012,31.5,28.2,29.5,0
7/12/2012,33,28.4,30.1,0
7/13/2012,32.1,27.8,29.6,0
7/14/2012,31.1,27.7,29.1,0
7/15/2012,30.7,27.1,28.6,0.2
7/16/2012,30.9,27.2,28.7,0.1
7/17/2012,31.1,27.1,28.8,0
7/18/2012,31.3,27.3,28.8,0.3
7/19/2012,31.2,27.4,29,0
7/20/2012,32.4,27.4,29.3,0
7/21/2012,32.6,26.4,29,0
7/22/2012,32.3,27.1,29.1,0
7/23/2012,31.6,27.3,29.1,0
7/24/2012,31.7,27.2,29,0
7/25/2012,31.3,26.9,28.7,0
7/26/2012,31.4,26.6,28.6,0
7/27/2012,31.6,27.2,28.9,0
7/28/2012,31.4,26.8,28.8,0
7/29/2012,31.2,27.1,29,0
7/30/2012,30.9,27.1,28.8,0
7/31/2012,31,27,28.5,0
8/1/2012,31.1,27.1,28.7,0
8/2/2012,30.1,26.7,28.1,0
8/3/2012,29.8,26.2,27.6,0
8/4/2012,30.3,25.9,27.6,0
8/5/2012,31,25.7,27.9,0
8/6/2012,31.3,26.3,28.3,0
8/7/2012,31.3,26.5,28.5,0
8/8/2012,31,26,28.1,0
8/9/2012,30.8,26.1,28,0
8/10/2012,30.8,25.9,27.9,0
8/11/2012,31.3,26.2,28.3,0
8/12/2012,31.3,26.1,28.3,0
8/13/2012,30.8,26.1,28.2,0
8/14/2012,30.9,26.2,28.2,0
8/15/2012,30.9,26.1,28.1,0
8/16/2012,30.6,26,27.9,0
8/17/2012,30,26,27.6,0
8/18/2012,29.6,25.9,27.6,0
8/19/2012,30.5,26.2,28.1,0
8/20/2012,30.4,26.1,28.1,0
8/21/2012,31.2,26.7,28.6,0
8/22/2012,30.7,26.9,28.5,0
8/23/2012,31,26.4,28.5,0
8/24/2012,30.9,26.8,28.4,0
8/25/2012,30,26.8,28,0.6
8/26/2012,30.3,26.7,28.2,0
8/27/2012,30.7,26.5,28.2,0
8/28/2012,31.5,26.2,28.4,0
8/29/2012,32.7,26.2,28.7,0
8/30/2012,33.6,26.4,28.8,3.1
8/31/2012,31.9,26.3,28.6,1.5
9/1/2012,34,26.2,29.4,0
9/2/2012,33.8,27.1,29.7,0
9/3/2012,32.4,26.9,29,0
9/4/2012,32.9,26.6,29.1,0
9/5/2012,32,26.8,29.3,9.7
9/6/2012,31.7,27.2,29.2,9.6
9/7/2012,31.3,26.7,28.7,12
9/8/2012,31.4,27.4,29.1,2.1
9/9/2012,30.5,27.3,28.5,1.4
9/10/2012,30.4,26.7,28.2,0
9/11/2012,30.1,26.9,28.1,4.7
9/12/2012,30.1,27.2,28.3,5.2
9/13/2012,29.3,27,28,2.1
9/14/2012,29.7,26.5,27.7,0
9/15/2012,29.7,26,27.5,0
9/16/2012,30.5,26.2,27.8,0
9/17/2012,32.1,26.1,28.3,0
9/18/2012,32.7,25.2,28.1,0
9/19/2012,30.3,24.1,27,0
9/20/2012,30.7,25.3,27.4,0
9/21/2012,30.8,25.4,27.6,0
9/22/2012,31.3,25.6,28.1,0
9/23/2012,31,26.3,28.1,0
9/24/2012,30.5,26.3,28,0
9/25/2012,30.1,25.7,27.7,0
9/26/2012,30.5,25.9,27.9,0
9/27/2012,31.3,26.2,28.3,0
9/28/2012,31.7,25.7,28.2,0
9/29/2012,31.5,25.4,28.1,0
9/30/2012,32.9,24.6,28.2,0
10/1/2012,35.1,24.5,29.1,0
10/2/2012,33.8,24.9,28.6,0
10/3/2012,34.7,23.8,28.7,0
10/4/2012,33.8,23.4,28.1,0
10/5/2012,32.1,24.1,27.5,0
10/6/2012,30.8,23.1,26.7,0
10/7/2012,30.8,22.7,26.6,0
10/8/2012,32.3,22.6,27.1,0
10/9/2012,33.1,22.7,27.4,0
10/10/2012,32,22.9,27,0
10/11/2012,31.3,22.8,26.7,0
10/12/2012,30.5,23.2,26.9,0
10/13/2012,31.2,24.9,27.6,0
10/14/2012,30.9,25.1,27.5,0
10/15/2012,30.9,24.8,27.5,0
10/16/2012,31.9,25.2,28.1,0
10/17/2012,31.9,24.8,28.1,0
10/18/2012,32.6,24.3,28.3,0.3
10/19/2012,32.7,24.5,28.3,0
10/20/2012,33.3,24,28.2,0
10/21/2012,33.8,25,29.5,0
10/22/2012,34.2,24.5,29.3,0
10/23/2012,33.4,23.3,28.3,0
10/24/2012,32.7,23,27.4,0
10/25/2012,32.8,21,26.8,0
10/26/2012,32.3,21.9,26.7,0
10/27/2012,33.8,23.1,28.2,0
10/28/2012,33.6,21.4,27.7,0
10/29/2012,34.1,21.2,28.1,0
10/30/2012,34,20.7,27.7,0
10/31/2012,33.7,21.6,27.8,0
11/1/2012,34.1,21.3,27.7,0
11/2/2012,33.8,21.2,27.4,0
11/3/2012,32.9,20.5,26.8,0
11/4/2012,31.5,21,26.3,0
11/5/2012,31.4,19.9,25.8,0
11/6/2012,31.6,21,26.2,0
11/7/2012,30.7,22.3,26,0
11/8/2012,30.4,22.2,26.1,0
11/9/2012,31.2,22.7,26.7,0
11/10/2012,31.6,22.2,26.7,0
11/11/2012,31.4,21.5,26.3,0
11/12/2012,30,21.5,25.7,0
11/13/2012,31.5,20.6,26.1,0
11/14/2012,31.5,20.9,26.1,0
11/15/2012,30.5,20.5,25.4,0
11/16/2012,29.9,20.5,25.1,0
11/17/2012,29.7,22.1,25.7,0
11/18/2012,31.2,22.1,26.6,0
11/19/2012,31.2,21.9,26.4,0
11/20/2012,30.6,20.9,25.7,0
11/21/2012,29.9,19.1,24.6,0
11/22/2012,29.4,19.6,24.6,0
11/23/2012,29.1,21.8,25.5,0
11/24/2012,30.1,20.4,25.2,0
11/25/2012,29.1,18.9,23.8,0
11/26/2012,28.4,17.1,23,0
11/27/2012,28.5,18.2,23.4,0
11/28/2012,28.3,21,24.4,0
11/29/2012,30.8,21.8,25.9,0
11/30/2012,27.9,18,22.7,0
12/1/2012,27.1,15.9,21.8,0
12/2/2012,27.1,16.8,22.1,0
12/3/2012,27.4,18.2,22.3,0
12/4/2012,28.3,18.8,22.8,0
12/5/2012,30,19.2,24,0
12/6/2012,29.6,18.1,23.7,0
12/7/2012,28.5,17.2,22.8,0
12/8/2012,29.7,19.4,24.1,0
12/9/2012,28.9,18.5,23.8,0
12/10/2012,30.1,18.9,24,0
12/11/2012,29.4,17.9,23.6,0
12/12/2012,27.3,19.7,23.4,0
12/13/2012,25.8,21,23.1,1
12/14/2012,25.8,16.9,21.6,0
12/15/2012,23,16.1,19.3,0.3
12/16/2012,24.6,16.2,19.8,0
12/17/2012,25.4,16.5,20.2,0
12/18/2012,26.5,15.9,20.9,0
12/19/2012,26.7,16.5,21.1,0
12/20/2012,25.7,14.8,20.3,0
12/21/2012,26.7,15.3,20.7,0
12/22/2012,27.4,15.7,21.1,0
12/23/2012,26.1,14.1,20.2,0
12/24/2012,27.6,15.5,21.3,0
12/25/2012,27.3,16.1,21.4,0
12/26/2012,26.4,15,20.7,0
12/27/2012,25.4,15.6,20.6,0
12/28/2012,21.6,15.6,18.9,0
12/29/2012,21.7,10.6,16.2,0
12/30/2012,21.7,12.3,16.5,0
12/31/2012,23.1,11.1,16.7,0
1/1/2013,23.8,12.5,17.9,0
1/2/2013,24.6,13.4,18.2,0
1/3/2013,23,11.5,17.3,0
1/4/2013,23.3,12.8,18.6,0
1/5/2013,22.5,13.5,17.9,0
1/6/2013,22.7,12.3,17.6,0
1/7/2013,23.7,14.1,19.1,0
1/8/2013,23.8,14.7,19.2,0
1/9/2013,25.1,15.6,20.3,0
1/10/2013,25.5,16,20.6,0
1/11/2013,25.4,16.4,20.7,0
1/12/2013,26.6,20,22.5,0
1/13/2013,26.6,16.8,21.5,0
1/14/2013,24.8,12.8,19.2,0
1/15/2013,25.1,15.4,21.2,0
1/16/2013,23.6,17.2,20.8,0
1/17/2013,20.7,15.3,18.1,0.1
1/18/2013,20.1,11.8,15.9,0
1/19/2013,24.7,11.8,18.9,0
1/20/2013,23.9,14,18.5,0
1/21/2013,24.2,14,18.8,0
1/22/2013,24.7,13.6,19,0
1/23/2013,25.2,12.6,18.9,0
1/24/2013,25.8,14.4,19.5,0
1/25/2013,26.1,14.5,20,0
1/26/2013,25.6,13.7,19.7,0
1/27/2013,25.4,13.8,19.8,0
1/28/2013,25.8,16.2,20.6,0
1/29/2013,27.6,14.5,21,0
1/30/2013,27.3,16,21.9,0
1/31/2013,28.7,16.5,22.8,0
2/1/2013,29.5,18.7,23.8,0
2/2/2013,28.9,17,23,0
2/3/2013,26.2,17.7,21.8,0
2/4/2013,22.9,18.2,20,0.9
2/5/2013,20.6,15,17.9,0
2/6/2013,23.7,12.9,18.4,0
2/7/2013,23.6,12.4,18.1,0
2/8/2013,25.3,13.4,19.2,0
2/9/2013,25.5,12.8,19.3,0
2/10/2013,27.5,13.8,20.8,0
2/11/2013,28.2,17.7,22.2,0
2/12/2013,29.3,18,23.1,0
2/13/2013,29.1,18.3,23.3,0
2/14/2013,28.2,18,22.7,0
2/15/2013,23.8,15.9,20.2,0.6
2/16/2013,24,14.2,19.2,0
2/17/2013,26.4,17.1,21.5,0
2/18/2013,26,17.9,21.8,0
2/19/2013,26.3,16.4,21.5,0
2/20/2013,28.3,17.5,22.5,0
2/21/2013,26.4,18.4,22.2,0
2/22/2013,26.3,20.2,22.7,0
2/23/2013,28.8,18.2,23.1,0
2/24/2013,27.9,16.4,22.3,0
2/25/2013,27.2,17.1,22.4,0
2/26/2013,25.4,17,21.7,0
2/27/2013,25.8,17.4,21.4,0
2/28/2013,29.4,14.9,22.5,0
3/1/2013,28.8,18.3,23.2,0
3/2/2013,29.7,17,23,0
3/3/2013,30.5,14.5,22.7,0
3/4/2013,30.7,17.1,23.2,0
3/5/2013,34.7,16.5,26,0
3/6/2013,35.1,22.2,28.3,0
3/7/2013,34.9,22,28.2,0
3/8/2013,33.6,19,26.1,0
3/9/2013,29.9,20.5,24.7,0
3/10/2013,30.3,19,24.6,0
3/11/2013,29.9,17.3,23.8,0
3/12/2013,28.8,18.5,23.7,0
3/13/2013,29.2,20.5,24.2,0
3/14/2013,30.2,21.2,24.9,0
3/15/2013,31.8,19.3,25.7,0
3/16/2013,31.8,22,26.7,0
3/17/2013,32.8,19.6,26,0
3/18/2013,33.8,19.1,26.3,0
3/19/2013,31.6,20.8,25.7,0
3/20/2013,28.9,21.6,24.8,0
3/21/2013,30.8,21.9,25.3,0
3/22/2013,28.3,22.3,24.8,0
3/23/2013,28.6,23,25.2,0
3/24/2013,31.3,20.4,25.8,0
3/25/2013,32.4,19.7,26.4,0
3/26/2013,30.7,22.3,26.1,0
3/27/2013,28.1,22.9,24.7,1.8
3/28/2013,29.1,21.1,24.9,0
3/29/2013,29.7,19.9,25,0
3/30/2013,29.6,20.2,25.1,0
3/31/2013,30.1,22.2,25.5,0
4/1/2013,29,21.4,24.8,0
4/2/2013,28.9,22.5,25.3,0
4/3/2013,31.6,22.7,26.2,0
4/4/2013,32.5,22,26.7,0
4/5/2013,32.4,22.2,26.6,0
4/6/2013,31.1,21.7,25.9,0
4/7/2013,28.7,22.1,25,0
4/8/2013,27.6,22.2,24.5,7.3
4/9/2013,28.2,22.9,25.2,0
4/10/2013,28.8,21.5,25.3,0
4/11/2013,31.6,22,26.8,0
4/12/2013,31.8,23.4,27.1,0
4/13/2013,33.1,23.6,27.5,0
4/14/2013,33,23.6,27.6,0
4/15/2013,33.7,24.2,28.2,0
4/16/2013,33.3,24.1,27.8,0
4/17/2013,35.5,22.8,28.5,0
4/18/2013,31.7,23.9,27.6,0
4/19/2013,31.5,24.3,27.4,0
4/20/2013,30.8,25.2,27.5,0
4/21/2013,31.7,25.9,28,0
4/22/2013,32.3,26.4,28.1,1.5
4/23/2013,33.1,24.4,28.2,0
4/24/2013,31.1,25.8,28.4,0
4/25/2013,32.4,26.1,28.5,0
4/26/2013,33.5,24.7,28.6,0
4/27/2013,35.6,26.2,30.1,0
4/28/2013,34.2,25.8,29.4,0
4/29/2013,35,26,29.3,0.8
4/30/2013,38.9,24.4,31.2,0
5/1/2013,38.6,25,31.5,0
5/2/2013,38.9,25.2,31.3,0
5/3/2013,34.7,27.3,30.6,0
5/4/2013,33.6,27.1,29.8,0
5/5/2013,37.7,24.8,30.5,0
5/6/2013,34.2,25.5,29.5,0
5/7/2013,32.8,24.9,28.5,0
5/8/2013,32.3,24.9,28.3,0
5/9/2013,32.2,24.9,28.3,0
5/10/2013,32.8,26,29,0
5/11/2013,32.1,25.9,28.6,0
5/12/2013,34.6,25.8,29.4,0
5/13/2013,33.6,25.7,29.3,0
5/14/2013,33,25.7,28.9,0
5/15/2013,33.6,25.9,29.2,0
5/16/2013,34.1,26.1,29.5,0
5/17/2013,34.7,26.6,30.2,0
5/18/2013,34.7,26.6,29.9,0
5/19/2013,34,26.6,29.7,0
5/20/2013,33.5,26.6,29.5,0
5/21/2013,34.2,26.3,29.6,0
5/22/2013,33.4,26.6,29.5,0
5/23/2013,33.4,26.9,29.6,0
5/24/2013,33,26.9,29.6,0
5/25/2013,32.8,27.8,29.8,0
5/26/2013,32.3,27.7,29.6,0
5/27/2013,32.7,27.1,29.4,0
5/28/2013,32.8,27.4,29.5,0
5/29/2013,32.6,27.4,29.5,0
5/30/2013,32.7,27.3,29.6,0
5/31/2013,33,27.6,29.8,0
6/1/2013,33.1,27.8,30,0
6/2/2013,33.4,27.2,30,0
6/3/2013,34.6,27.1,30.4,0
6/4/2013,36,27.6,31.4,0
6/5/2013,34.2,28.8,31,0
6/6/2013,33.5,29,30.8,0
6/7/2013,33,28.5,30.5,0
6/8/2013,33.3,28.1,30.5,0
6/9/2013,34.4,28.2,30.9,0
6/10/2013,35.5,28.5,31.6,0
6/11/2013,35.6,28.9,31.7,0
6/12/2013,39.4,29.5,33.5,0.3
6/13/2013,35.3,28.7,31.5,3.8
6/14/2013,37.1,28.8,32.2,0
6/15/2013,36.5,29.4,32.5,0
6/16/2013,35.4,29,31.6,0.3
6/17/2013,34.4,29.2,31.2,0
6/18/2013,34,28.8,30.9,0
6/19/2013,33.2,28.4,30.4,0
6/20/2013,32.8,28,30.1,0
6/21/2013,32.7,28.3,30.1,0
6/22/2013,32.9,27.9,30.2,0
6/23/2013,33,28.3,30.4,0
6/24/2013,32.9,28.4,30.5,0
6/25/2013,33.2,28.3,30.6,0
6/26/2013,33.4,28.4,30.6,0
6/27/2013,33.3,28.4,30.4,0
6/28/2013,32.5,28.5,30.3,0
6/29/2013,32.2,28.4,30.1,0
6/30/2013,31.7,28.3,29.7,0
7/1/2013,32,27.7,29.6,0
7/2/2013,32.3,28,29.8,0
7/3/2013,32.4,27.6,29.8,0
7/4/2013,32.9,27.9,30,0
7/5/2013,31.9,28,29.6,0.4
7/6/2013,32.1,28.3,30,0
7/7/2013,30.8,28.4,29.4,0
7/8/2013,31.9,28.2,29.6,0
7/9/2013,31.6,27.8,29.4,0
7/10/2013,31.4,27.3,29,0.2
7/11/2013,31.6,27.3,29.2,0
7/12/2013,32.7,26.9,29.4,0
7/13/2013,30.7,27.5,28.7,6.3
7/14/2013,29.7,26.4,28.1,8.6
7/15/2013,30.2,27.3,28.5,0
7/16/2013,29.9,27.3,28.4,0.1
7/17/2013,30.6,27,28.7,0
7/18/2013,30.6,27.3,28.7,0
7/19/2013,30.5,27.2,28.5,0.1
7/20/2013,31.1,26.8,28.6,0
7/21/2013,31.1,26.8,28.7,0
7/22/2013,30.8,27,28.7,0.3
7/23/2013,31.6,26.8,28.9,0
7/24/2013,32.5,27.3,29.3,0
7/25/2013,32.3,27.3,29.3,0
7/26/2013,31.9,27.4,29.4,0
7/27/2013,33.2,27.8,29.7,0
7/28/2013,30.6,27.8,29,2
7/29/2013,30.2,27.5,28.4,4.1
7/30/2013,30.7,27,28.5,0.9
7/31/2013,30.7,27.2,28.6,0
8/1/2013,29.7,26.9,28.1,8.2
8/2/2013,29.7,26.7,28,0
8/3/2013,29.4,26.1,27.1,30.3
8/4/2013,29,26,27.3,7.7
8/5/2013,29.6,26.2,27.8,0
8/6/2013,29.7,26.5,27.9,0
8/7/2013,30.5,26.5,28.1,0
8/8/2013,29.9,26.6,28,0.1
8/9/2013,29.7,26.8,28.1,0.3
8/10/2013,29.8,26.8,28.1,0
8/11/2013,29.5,26.8,28.1,0.1
8/12/2013,30.2,26.8,28.3,0.1
8/13/2013,29.1,27,27.9,0
8/14/2013,29.4,26.8,27.8,0
8/15/2013,30.4,26.6,28,0.4
8/16/2013,30,26.4,27.9,0
8/17/2013,29.9,26.4,27.8,0
8/18/2013,30.3,26.1,27.9,0
8/19/2013,30.2,26.1,27.9,0
8/20/2013,30.4,26.2,27.9,0
8/21/2013,30.1,25.9,27.7,0
8/22/2013,30.4,25.9,27.7,0
8/23/2013,29.8,25.6,27.4,0
8/24/2013,30,25.6,27.4,0
8/25/2013,30,25.9,27.7,0
8/26/2013,29.6,26.4,27.7,0
8/27/2013,29.5,25.9,27.4,0
8/28/2013,30,25.7,27.6,0
8/29/2013,30.2,25.6,27.7,0
8/30/2013,30.1,25.8,27.6,0
8/31/2013,29.4,25.9,27.5,0.1
9/1/2013,29,25.6,27.2,0.3
9/2/2013,29.4,25.4,27.1,0
9/3/2013,29,25.5,27.1,0.3
9/4/2013,29.8,25.5,27.4,0
9/5/2013,29.5,25.5,27.3,0
9/6/2013,29.2,25.5,27.1,0.1
9/7/2013,29.1,25.3,26.9,0.6
9/8/2013,29.6,25.2,27.1,0.2
9/9/2013,30.3,24.9,27.3,0
9/10/2013,30.4,25.2,27.4,0
9/11/2013,30.8,25.3,27.6,0
9/12/2013,31.8,25.1,27.8,0
9/13/2013,32.5,25,28,0
9/14/2013,32.4,25.5,28.3,0
9/15/2013,31.5,26,28.2,0
9/16/2013,30.9,25.9,28,0
9/17/2013,31.8,25.9,28.1,0
